survey_id,survey_date,survey_name,question_description,response_total,response_1_text,response_1_percent,response_2_text,response_2_percent,response_3_text,response_3_percent,response_4_text,response_4_percent,response_5_text,response_5_percent,response_6_text,response_6_percent,response_7_text,response_7_percent
103,2016-06-01,"MBTA Customer Opinion Panel","Stop condition &amp; cleanliness",487,Unacceptable,.0238000000,"Very Poor",.0238000000,Poor,.0684000000,Fair,.2375000000,Good,.2849000000,"Very Good",.2307000000,Excellent,.1274000000
104,2016-06-01,"MBTA Customer Opinion Panel","Vehicle crowdedness",490,Unacceptable,.0739000000,"Very Poor",.0739000000,Poor,.0988000000,Fair,.1915000000,Good,.2409000000,"Very Good",.2008000000,Excellent,.1363000000
105,2016-06-01,"MBTA Customer Opinion Panel","Vehicle cleanliness",490,Unacceptable,.0098000000,"Very Poor",.0098000000,Poor,.0565000000,Fair,.2301000000,Good,.3380000000,"Very Good",.2397000000,Excellent,.1096000000
106,2016-06-01,"MBTA Customer Opinion Panel","Speed/travel time",490,Unacceptable,.0469000000,"Very Poor",.0469000000,Poor,.0971000000,Fair,.1644000000,Good,.3003000000,"Very Good",.1927000000,Excellent,.1519000000
107,2016-06-01,"MBTA Customer Opinion Panel","Parking availability",163,Unacceptable,.0917000000,"Very Poor",.0917000000,Poor,.0383000000,Fair,.1010000000,Good,.2579000000,"Very Good",.2031000000,Excellent,.2372000000
108,2016-06-01,"MBTA Customer Opinion Panel","Real-time communications",406,Unacceptable,.0563000000,"Very Poor",.0563000000,Poor,.1029000000,Fair,.1692000000,Good,.2528000000,"Very Good",.1869000000,Excellent,.1873000000
109,2016-06-01,"MBTA Customer Opinion Panel","Mbta website",431,"Extremely Dissatisfied",.0289000000,"Very Dissatisfied",.0289000000,"Somewhat Dissatisfied",.0729000000,Neutral,.2023000000,"Somewhat Satisfied",.2780000000,"Very Satisfied",.2866000000,"Extremely Satisfied",.0933000000
110,2016-06-01,"MBTA Customer Opinion Panel","Real time arrival signage (countdown timers)",456,"Extremely Dissatisfied",.0383000000,"Very Dissatisfied",.0383000000,"Somewhat Dissatisfied",.0923000000,Neutral,.0778000000,"Somewhat Satisfied",.2170000000,"Very Satisfied",.3298000000,"Extremely Satisfied",.2262000000
111,2016-06-01,"MBTA Customer Opinion Panel","In-station announcements",440,"Extremely Dissatisfied",.0503000000,"Very Dissatisfied",.0503000000,"Somewhat Dissatisfied",.1196000000,Neutral,.1542000000,"Somewhat Satisfied",.2622999999,"Very Satisfied",.2331000000,"Extremely Satisfied",.1108000000
112,2016-06-01,"MBTA Customer Opinion Panel","On-vehicle announcements",474,"Extremely Dissatisfied",.0600000000,"Very Dissatisfied",.0600000000,"Somewhat Dissatisfied",.1759000000,Neutral,.1660000000,"Somewhat Satisfied",.2469000000,"Very Satisfied",.1883000000,"Extremely Satisfied",.0743000000
113,2016-06-01,"MBTA Customer Opinion Panel",T-alerts,422,"Extremely Dissatisfied",.0619000000,"Very Dissatisfied",.0619000000,"Somewhat Dissatisfied",.1153000000,Neutral,.1639000000,"Somewhat Satisfied",.2458000000,"Very Satisfied",.2313000000,"Extremely Satisfied",.1219000000
114,2016-06-01,"MBTA Customer Opinion Panel","Real-time mobile apps (e.g. nextbus)",294,"Extremely Dissatisfied",.0450000000,"Very Dissatisfied",.0450000000,"Somewhat Dissatisfied",.0755000000,Neutral,.1373000000,"Somewhat Satisfied",.2317000000,"Very Satisfied",.3118000000,"Extremely Satisfied",.1659000000
115,2016-06-01,"MBTA Customer Opinion Panel",,491,"Extremely Dissatisfied",.0695000000,"Very Dissatisfied",.0695000000,"Somewhat Dissatisfied",.1308999999,Neutral,.1090000000,"Somewhat Satisfied",.2294000000,"Very Satisfied",.3490000000,"Extremely Satisfied",.0594000000
703,2016-06-01,"MBTA Customer Opinion Panel","How would you rate the mbta overall?",503,"Extremely Dissatisfied",.0326000000,"Very Dissatisfied",.0326000000,"Somewhat Dissatisfied",.1719000000,Neutral,.1002000000,"Somewhat Satisfied",.3283000000,"Very Satisfied",.2428000000,"Extremely Satisfied",.0303000000
704,2016-06-01,"MBTA Customer Opinion Panel","How would you rate your most recent trip?",491,"Extremely Dissatisfied",.0695000000,"Very Dissatisfied",.0695000000,"Somewhat Dissatisfied",.1308999999,Neutral,.1090000000,"Somewhat Satisfied",.2294000000,"Very Satisfied",.3490000000,"Extremely Satisfied",.0594000000
705,2016-06-01,"MBTA Customer Opinion Panel","How likely are you to continue using the mbta in the future?",491,"Extremely Unlikely",.0072000000,"Very Unlikely",.0072000000,"Somewhat Unlikely",.0102000000,"Neither Likely nor Unlikely",.0279000000,"Somewhat Likely",.0722000000,"Very Likely",.3032000000,"Extremely Likely",.5749000000
706,2016-06-01,"MBTA Customer Opinion Panel","How likely are you to recommend the mbta to a friend or colleague?",483,"Extremely Unlikely",.0627000000,"Very Unlikely",.0627000000,"Somewhat Unlikely",.0636000000,"Neither Likely nor Unlikely",.1980000000,"Somewhat Likely",.1864000000,"Very Likely",.2157000000,"Extremely Likely",.2204000000
707,2016-06-01,"MBTA Customer Opinion Panel","The mbta provides reliable public transportation services.",482,"Strongly Disagree",.1322000000,Disagree,.1322000000,"Slightly Disagree",.1301000000,"Neither Agree nor Disagree",.0928000000,"Slightly Agree",.2245000000,Agree,.2472000000,"Strongly Agree",.0233000000
708,2016-06-01,"MBTA Customer Opinion Panel","The mbta is a cost-conscious organization.",482,"Strongly Disagree",.2206000000,Disagree,.2206000000,"Slightly Disagree",.1303000000,"Neither Agree nor Disagree",.2038000000,"Slightly Agree",.1133000000,Agree,.1262000000,"Strongly Agree",.0143000000
709,2016-06-01,"MBTA Customer Opinion Panel","The mbta uses technology to meet the needs and demands of its riders.",482,"Strongly Disagree",.0932000000,Disagree,.0932000000,"Slightly Disagree",.0913000000,"Neither Agree nor Disagree",.1403000000,"Slightly Agree",.2493000000,Agree,.2847000000,"Strongly Agree",.0372000000
710,2016-06-01,"MBTA Customer Opinion Panel","The mbta is a good value for the money.",483,"Strongly Disagree",.0920000000,Disagree,.0920000000,"Slightly Disagree",.1088000000,"Neither Agree nor Disagree",.1492000000,"Slightly Agree",.1634000000,Agree,.2942000000,"Strongly Agree",.0824000000
711,2016-06-01,"MBTA Customer Opinion Panel","The mbta has a fleet of trains and buses that are clean and well maintained.",482,"Strongly Disagree",.1461000000,Disagree,.1461000000,"Slightly Disagree",.1864000000,"Neither Agree nor Disagree",.1184000000,"Slightly Agree",.2217000000,Agree,.1550000000,"Strongly Agree",.0198000000
712,2016-06-01,"MBTA Customer Opinion Panel","Wait time at stop",490,Unacceptable,.0716000000,"Very Poor",.0716000000,Poor,.0651999999,Fair,.1835000000,Good,.2304000000,"Very Good",.1844000000,Excellent,.2226000000
713,2016-06-01,"MBTA Customer Opinion Panel","Stop condition &amp; cleanliness",487,Unacceptable,.0238000000,"Very Poor",.0238000000,Poor,.0684000000,Fair,.2375000000,Good,.2849000000,"Very Good",.2307000000,Excellent,.1274000000
714,2016-06-01,"MBTA Customer Opinion Panel","Vehicle crowdedness",490,Unacceptable,.0739000000,"Very Poor",.0739000000,Poor,.0988000000,Fair,.1915000000,Good,.2409000000,"Very Good",.2008000000,Excellent,.1363000000
715,2016-06-01,"MBTA Customer Opinion Panel","Vehicle cleanliness",490,Unacceptable,.0098000000,"Very Poor",.0098000000,Poor,.0565000000,Fair,.2301000000,Good,.3380000000,"Very Good",.2397000000,Excellent,.1096000000
716,2016-06-01,"MBTA Customer Opinion Panel","Speed/travel time",490,Unacceptable,.0469000000,"Very Poor",.0469000000,Poor,.0971000000,Fair,.1644000000,Good,.3003000000,"Very Good",.1927000000,Excellent,.1519000000
717,2016-06-01,"MBTA Customer Opinion Panel","Parking availability",163,Unacceptable,.0917000000,"Very Poor",.0917000000,Poor,.0383000000,Fair,.1010000000,Good,.2579000000,"Very Good",.2031000000,Excellent,.2372000000
718,2016-06-01,"MBTA Customer Opinion Panel","Real-time communications",406,Unacceptable,.0563000000,"Very Poor",.0563000000,Poor,.1029000000,Fair,.1692000000,Good,.2528000000,"Very Good",.1869000000,Excellent,.1873000000
719,2016-06-01,"MBTA Customer Opinion Panel","Mbta website",431,"Extremely Dissatisfied",.0289000000,"Very Dissatisfied",.0289000000,"Somewhat Dissatisfied",.0729000000,Neutral,.2023000000,"Somewhat Satisfied",.2780000000,"Very Satisfied",.2866000000,"Extremely Satisfied",.0933000000
720,2016-06-01,"MBTA Customer Opinion Panel","Real time arrival signage (countdown timers)",456,"Extremely Dissatisfied",.0383000000,"Very Dissatisfied",.0383000000,"Somewhat Dissatisfied",.0923000000,Neutral,.0778000000,"Somewhat Satisfied",.2170000000,"Very Satisfied",.3298000000,"Extremely Satisfied",.2262000000
721,2016-06-01,"MBTA Customer Opinion Panel","In-station announcements",440,"Extremely Dissatisfied",.0503000000,"Very Dissatisfied",.0503000000,"Somewhat Dissatisfied",.1196000000,Neutral,.1542000000,"Somewhat Satisfied",.2622999999,"Very Satisfied",.2331000000,"Extremely Satisfied",.1108000000
722,2016-06-01,"MBTA Customer Opinion Panel","On-vehicle announcements",474,"Extremely Dissatisfied",.0600000000,"Very Dissatisfied",.0600000000,"Somewhat Dissatisfied",.1759000000,Neutral,.1660000000,"Somewhat Satisfied",.2469000000,"Very Satisfied",.1883000000,"Extremely Satisfied",.0743000000
723,2016-06-01,"MBTA Customer Opinion Panel",T-alerts,422,"Extremely Dissatisfied",.0619000000,"Very Dissatisfied",.0619000000,"Somewhat Dissatisfied",.1153000000,Neutral,.1639000000,"Somewhat Satisfied",.2458000000,"Very Satisfied",.2313000000,"Extremely Satisfied",.1219000000
724,2016-06-01,"MBTA Customer Opinion Panel","Real-time mobile apps (e.g. nextbus)",294,"Extremely Dissatisfied",.0450000000,"Very Dissatisfied",.0450000000,"Somewhat Dissatisfied",.0755000000,Neutral,.1373000000,"Somewhat Satisfied",.2317000000,"Very Satisfied",.3118000000,"Extremely Satisfied",.1659000000
725,2016-06-01,"MBTA Customer Opinion Panel",,491,"Extremely Dissatisfied",.0695000000,"Very Dissatisfied",.0695000000,"Somewhat Dissatisfied",.1308999999,Neutral,.1090000000,"Somewhat Satisfied",.2294000000,"Very Satisfied",.3490000000,"Extremely Satisfied",.0594000000
