survey_id,survey_date,survey_name,question_description,response_total,response_1_text,response_1_percent,response_2_text,response_2_percent,response_3_text,response_3_percent,response_4_text,response_4_percent,response_5_text,response_5_percent,response_6_text,response_6_percent,response_7_text,response_7_percent
23,2016-02-01,"MBTA Customer Opinion Panel",,502,"Extremely Dissatisfied",.0496000000,"Very Dissatisfied",.0496000000,"Somewhat Dissatisfied",.0966000000,Neutral,.1033000000,"Somewhat Satisfied",.2475000000,"Very Satisfied",.3412000000,"Extremely Satisfied",.0887000000
611,2016-02-01,"MBTA Customer Opinion Panel","How would you rate the mbta overall?",519,"Extremely Dissatisfied",.0303000000,"Very Dissatisfied",.0303000000,"Somewhat Dissatisfied",.1595000000,Neutral,.0739000000,"Somewhat Satisfied",.3704000000,"Very Satisfied",.2418000000,"Extremely Satisfied",.0339000000
612,2016-02-01,"MBTA Customer Opinion Panel","How would you rate your most recent trip?",502,"Extremely Dissatisfied",.0496000000,"Very Dissatisfied",.0496000000,"Somewhat Dissatisfied",.0966000000,Neutral,.1033000000,"Somewhat Satisfied",.2475000000,"Very Satisfied",.3412000000,"Extremely Satisfied",.0887000000
613,2016-02-01,"MBTA Customer Opinion Panel","How likely are you to continue using the mbta in the future?",502,"Extremely Unlikely",.0035000000,"Very Unlikely",.0035000000,"Somewhat Unlikely",.0026000000,"Neither Likely nor Unlikely",.0434000000,"Somewhat Likely",.0684000000,"Very Likely",.2848000000,"Extremely Likely",.5884000000
614,2016-02-01,"MBTA Customer Opinion Panel","How likely are you to recommend the mbta to a friend or colleague?",490,"Extremely Unlikely",.0589000000,"Very Unlikely",.0589000000,"Somewhat Unlikely",.0717000000,"Neither Likely nor Unlikely",.1493000000,"Somewhat Likely",.1779000000,"Very Likely",.1959000000,"Extremely Likely",.2995000000
615,2016-02-01,"MBTA Customer Opinion Panel","The mbta provides reliable public transportation services.",490,"Strongly Disagree",.1366000000,Disagree,.1366000000,"Slightly Disagree",.1539000000,"Neither Agree nor Disagree",.0708000000,"Slightly Agree",.2228000000,Agree,.2358000000,"Strongly Agree",.0543000000
616,2016-02-01,"MBTA Customer Opinion Panel","The mbta is a cost-conscious organization.",490,"Strongly Disagree",.2570000000,Disagree,.2570000000,"Slightly Disagree",.1463000000,"Neither Agree nor Disagree",.1896000000,"Slightly Agree",.1121000000,Agree,.1041000000,"Strongly Agree",.0282000000
617,2016-02-01,"MBTA Customer Opinion Panel","The mbta uses technology to meet the needs and demands of its riders.",491,"Strongly Disagree",.0890000000,Disagree,.0890000000,"Slightly Disagree",.0936000000,"Neither Agree nor Disagree",.1293000000,"Slightly Agree",.2762000000,Agree,.2692000000,"Strongly Agree",.0447000000
618,2016-02-01,"MBTA Customer Opinion Panel","The mbta is a good value for the money.",491,"Strongly Disagree",.0899000000,Disagree,.0899000000,"Slightly Disagree",.0898000000,"Neither Agree nor Disagree",.1004000000,"Slightly Agree",.2275000000,Agree,.2482000000,"Strongly Agree",.1428000000
619,2016-02-01,"MBTA Customer Opinion Panel","The mbta has a fleet of trains and buses that are clean and well maintained.",490,"Strongly Disagree",.1516000000,Disagree,.1516000000,"Slightly Disagree",.1230000000,"Neither Agree nor Disagree",.1439000000,"Slightly Agree",.2203000000,Agree,.1456000000,"Strongly Agree",.0254000000
620,2016-02-01,"MBTA Customer Opinion Panel","Wait time at stop",498,Unacceptable,.0552000000,"Very Poor",.0552000000,Poor,.0860000000,Fair,.1439000000,Good,.2380000000,"Very Good",.2576000000,Excellent,.1892000000
621,2016-02-01,"MBTA Customer Opinion Panel","Stop condition &amp; cleanliness",494,Unacceptable,.0119000000,"Very Poor",.0119000000,Poor,.0637000000,Fair,.2792000000,Good,.3140000000,"Very Good",.2211000000,Excellent,.0915000000
622,2016-02-01,"MBTA Customer Opinion Panel","Vehicle crowdedness",498,Unacceptable,.0640000000,"Very Poor",.0640000000,Poor,.0820000000,Fair,.1911000000,Good,.2366000000,"Very Good",.2003000000,Excellent,.1711000000
623,2016-02-01,"MBTA Customer Opinion Panel","Vehicle cleanliness",497,Unacceptable,.0072000000,"Very Poor",.0072000000,Poor,.0431000000,Fair,.3072000000,Good,.3115000000,"Very Good",.2103000000,Excellent,.0948000000
624,2016-02-01,"MBTA Customer Opinion Panel","Speed/travel time",501,Unacceptable,.0435000000,"Very Poor",.0435000000,Poor,.0798000000,Fair,.1921000000,Good,.2790000000,"Very Good",.2171000000,Excellent,.1599000000
625,2016-02-01,"MBTA Customer Opinion Panel","Parking availability",176,Unacceptable,.0675000000,"Very Poor",.0675000000,Poor,.1052000000,Fair,.1312000000,Good,.2072000000,"Very Good",.1668000000,Excellent,.2477000000
626,2016-02-01,"MBTA Customer Opinion Panel","Real-time communications",408,Unacceptable,.0654000000,"Very Poor",.0654000000,Poor,.0906000000,Fair,.2181000000,Good,.2543000000,"Very Good",.2150000000,Excellent,.1157000000
627,2016-02-01,"MBTA Customer Opinion Panel","Mbta website",444,"Extremely Dissatisfied",.0352000000,"Very Dissatisfied",.0352000000,"Somewhat Dissatisfied",.0596000000,Neutral,.2028000000,"Somewhat Satisfied",.3194000000,"Very Satisfied",.2468000000,"Extremely Satisfied",.1135000000
628,2016-02-01,"MBTA Customer Opinion Panel","Real time arrival signage (countdown timers)",457,"Extremely Dissatisfied",.0281000000,"Very Dissatisfied",.0281000000,"Somewhat Dissatisfied",.0726000000,Neutral,.0833000000,"Somewhat Satisfied",.2397000000,"Very Satisfied",.3518000000,"Extremely Satisfied",.1787000000
629,2016-02-01,"MBTA Customer Opinion Panel","In-station announcements",440,"Extremely Dissatisfied",.0469000000,"Very Dissatisfied",.0469000000,"Somewhat Dissatisfied",.1426000000,Neutral,.1534000000,"Somewhat Satisfied",.3112000000,"Very Satisfied",.2363000000,"Extremely Satisfied",.0729000000
630,2016-02-01,"MBTA Customer Opinion Panel","On-vehicle announcements",474,"Extremely Dissatisfied",.0552000000,"Very Dissatisfied",.0552000000,"Somewhat Dissatisfied",.1919000000,Neutral,.1738000000,"Somewhat Satisfied",.2639000000,"Very Satisfied",.1545000000,"Extremely Satisfied",.0646999999
631,2016-02-01,"MBTA Customer Opinion Panel",T-alerts,432,"Extremely Dissatisfied",.0560000000,"Very Dissatisfied",.0560000000,"Somewhat Dissatisfied",.1494000000,Neutral,.1248000000,"Somewhat Satisfied",.3101000000,"Very Satisfied",.2257000000,"Extremely Satisfied",.0966000000
632,2016-02-01,"MBTA Customer Opinion Panel","Real-time mobile apps (e.g. nextbus)",311,"Extremely Dissatisfied",.0340000000,"Very Dissatisfied",.0340000000,"Somewhat Dissatisfied",.0741000000,Neutral,.1453000000,"Somewhat Satisfied",.2672000000,"Very Satisfied",.3017000000,"Extremely Satisfied",.1412000000
633,2016-02-01,"MBTA Customer Opinion Panel",,502,"Extremely Dissatisfied",.0496000000,"Very Dissatisfied",.0496000000,"Somewhat Dissatisfied",.0966000000,Neutral,.1033000000,"Somewhat Satisfied",.2475000000,"Very Satisfied",.3412000000,"Extremely Satisfied",.0887000000
