survey_id,survey_date,survey_name,question_description,response_total,response_1_text,response_1_percent,response_2_text,response_2_percent,response_3_text,response_3_percent,response_4_text,response_4_percent,response_5_text,response_5_percent,response_6_text,response_6_percent,response_7_text,response_7_percent
126,2016-07-01,"MBTA Customer Opinion Panel","Stop condition &amp; cleanliness",416,Unacceptable,.0202000000,"Very Poor",.0202000000,Poor,.0732000000,Fair,.2260000000,Good,.3094000000,"Very Good",.2198000000,Excellent,.1089000000
127,2016-07-01,"MBTA Customer Opinion Panel","Vehicle crowdedness",419,Unacceptable,.0515000000,"Very Poor",.0515000000,Poor,.1007000000,Fair,.2148000000,Good,.2737000000,"Very Good",.1654000000,Excellent,.1182000000
128,2016-07-01,"MBTA Customer Opinion Panel","Vehicle cleanliness",419,Unacceptable,.0176000000,"Very Poor",.0176000000,Poor,.0524000000,Fair,.2422000000,Good,.3200000000,"Very Good",.2451000000,Excellent,.0952000000
129,2016-07-01,"MBTA Customer Opinion Panel","Speed/travel time",419,Unacceptable,.0390000000,"Very Poor",.0390000000,Poor,.0757000000,Fair,.2381000000,Good,.2897000000,"Very Good",.2116000000,Excellent,.1300000000
130,2016-07-01,"MBTA Customer Opinion Panel","Parking availability",159,Unacceptable,.0808000000,"Very Poor",.0808000000,Poor,.0236000000,Fair,.1852000000,Good,.2674000000,"Very Good",.1792000000,Excellent,.2068000000
131,2016-07-01,"MBTA Customer Opinion Panel","Real-time communications",347,Unacceptable,.0485000000,"Very Poor",.0485000000,Poor,.0992000000,Fair,.1782000000,Good,.2756000000,"Very Good",.2160000000,Excellent,.1378000000
132,2016-07-01,"MBTA Customer Opinion Panel","Mbta website",373,"Extremely Dissatisfied",.0202000000,"Very Dissatisfied",.0202000000,"Somewhat Dissatisfied",.0783000000,Neutral,.1974000000,"Somewhat Satisfied",.2864000000,"Very Satisfied",.2873000000,"Extremely Satisfied",.0920000000
133,2016-07-01,"MBTA Customer Opinion Panel","Real time arrival signage (countdown timers)",387,"Extremely Dissatisfied",.0237000000,"Very Dissatisfied",.0237000000,"Somewhat Dissatisfied",.1119000000,Neutral,.0913000000,"Somewhat Satisfied",.2325000000,"Very Satisfied",.2912000000,"Extremely Satisfied",.2066000000
134,2016-07-01,"MBTA Customer Opinion Panel","In-station announcements",379,"Extremely Dissatisfied",.0354000000,"Very Dissatisfied",.0354000000,"Somewhat Dissatisfied",.1757000000,Neutral,.1451000000,"Somewhat Satisfied",.3220000000,"Very Satisfied",.1814000000,"Extremely Satisfied",.0848000000
135,2016-07-01,"MBTA Customer Opinion Panel","On-vehicle announcements",402,"Extremely Dissatisfied",.0591000000,"Very Dissatisfied",.0591000000,"Somewhat Dissatisfied",.2191000000,Neutral,.1973000000,"Somewhat Satisfied",.2478000000,"Very Satisfied",.1505000000,"Extremely Satisfied",.0645000000
136,2016-07-01,"MBTA Customer Opinion Panel",T-alerts,376,"Extremely Dissatisfied",.0470000000,"Very Dissatisfied",.0470000000,"Somewhat Dissatisfied",.0770000000,Neutral,.1792000000,"Somewhat Satisfied",.3117000000,"Very Satisfied",.2377000000,"Extremely Satisfied",.1016000000
137,2016-07-01,"MBTA Customer Opinion Panel","Real-time mobile apps (e.g. nextbus)",243,"Extremely Dissatisfied",.0363000000,"Very Dissatisfied",.0363000000,"Somewhat Dissatisfied",.1156000000,Neutral,.1006000000,"Somewhat Satisfied",.3217000000,"Very Satisfied",.2059000000,"Extremely Satisfied",.1838000000
138,2016-07-01,"MBTA Customer Opinion Panel",,421,"Extremely Dissatisfied",.0422000000,"Very Dissatisfied",.0422000000,"Somewhat Dissatisfied",.0839000000,Neutral,.1411000000,"Somewhat Satisfied",.2419000000,"Very Satisfied",.3533000000,"Extremely Satisfied",.0646999999
726,2016-07-01,"MBTA Customer Opinion Panel","How would you rate the mbta overall?",436,"Extremely Dissatisfied",.0428000000,"Very Dissatisfied",.0428000000,"Somewhat Dissatisfied",.1230000000,Neutral,.1083000000,"Somewhat Satisfied",.3790000000,"Very Satisfied",.2378000000,"Extremely Satisfied",.0377000000
727,2016-07-01,"MBTA Customer Opinion Panel","How would you rate your most recent trip?",421,"Extremely Dissatisfied",.0422000000,"Very Dissatisfied",.0422000000,"Somewhat Dissatisfied",.0839000000,Neutral,.1411000000,"Somewhat Satisfied",.2419000000,"Very Satisfied",.3533000000,"Extremely Satisfied",.0646999999
728,2016-07-01,"MBTA Customer Opinion Panel","How likely are you to continue using the mbta in the future?",421,"Extremely Unlikely",.0065000000,"Very Unlikely",.0065000000,"Somewhat Unlikely",.0082000000,"Neither Likely nor Unlikely",.0291000000,"Somewhat Likely",.0911000000,"Very Likely",.2860000000,"Extremely Likely",.5731000000
729,2016-07-01,"MBTA Customer Opinion Panel","How likely are you to recommend the mbta to a friend or colleague?",416,"Extremely Unlikely",.0736000000,"Very Unlikely",.0736000000,"Somewhat Unlikely",.0844000000,"Neither Likely nor Unlikely",.1481000000,"Somewhat Likely",.2112000000,"Very Likely",.2076000000,"Extremely Likely",.2402000000
730,2016-07-01,"MBTA Customer Opinion Panel","The mbta provides reliable public transportation services.",416,"Strongly Disagree",.1085000000,Disagree,.1085000000,"Slightly Disagree",.1599000000,"Neither Agree nor Disagree",.1020000000,"Slightly Agree",.2626000000,Agree,.2095000000,"Strongly Agree",.0261000000
731,2016-07-01,"MBTA Customer Opinion Panel","The mbta is a cost-conscious organization.",414,"Strongly Disagree",.2125000000,Disagree,.2125000000,"Slightly Disagree",.1864000000,"Neither Agree nor Disagree",.1639000000,"Slightly Agree",.1152000000,Agree,.1252000000,"Strongly Agree",.0330000000
732,2016-07-01,"MBTA Customer Opinion Panel","The mbta uses technology to meet the needs and demands of its riders.",416,"Strongly Disagree",.0911000000,Disagree,.0911000000,"Slightly Disagree",.1114000000,"Neither Agree nor Disagree",.1784000000,"Slightly Agree",.2878000000,Agree,.2216000000,"Strongly Agree",.0433000000
733,2016-07-01,"MBTA Customer Opinion Panel","The mbta is a good value for the money.",416,"Strongly Disagree",.0802000000,Disagree,.0802000000,"Slightly Disagree",.1243000000,"Neither Agree nor Disagree",.1440000000,"Slightly Agree",.1997000000,Agree,.2314000000,"Strongly Agree",.1004000000
734,2016-07-01,"MBTA Customer Opinion Panel","The mbta has a fleet of trains and buses that are clean and well maintained.",416,"Strongly Disagree",.1514000000,Disagree,.1514000000,"Slightly Disagree",.2162000000,"Neither Agree nor Disagree",.1423000000,"Slightly Agree",.2021000000,Agree,.1422000000,"Strongly Agree",.0134000000
735,2016-07-01,"MBTA Customer Opinion Panel","Wait time at stop",420,Unacceptable,.0583000000,"Very Poor",.0583000000,Poor,.0622000000,Fair,.1732000000,Good,.2472000000,"Very Good",.2306000000,Excellent,.2122000000
736,2016-07-01,"MBTA Customer Opinion Panel","Stop condition &amp; cleanliness",416,Unacceptable,.0202000000,"Very Poor",.0202000000,Poor,.0732000000,Fair,.2260000000,Good,.3094000000,"Very Good",.2198000000,Excellent,.1089000000
737,2016-07-01,"MBTA Customer Opinion Panel","Vehicle crowdedness",419,Unacceptable,.0515000000,"Very Poor",.0515000000,Poor,.1007000000,Fair,.2148000000,Good,.2737000000,"Very Good",.1654000000,Excellent,.1182000000
738,2016-07-01,"MBTA Customer Opinion Panel","Vehicle cleanliness",419,Unacceptable,.0176000000,"Very Poor",.0176000000,Poor,.0524000000,Fair,.2422000000,Good,.3200000000,"Very Good",.2451000000,Excellent,.0952000000
739,2016-07-01,"MBTA Customer Opinion Panel","Speed/travel time",419,Unacceptable,.0390000000,"Very Poor",.0390000000,Poor,.0757000000,Fair,.2381000000,Good,.2897000000,"Very Good",.2116000000,Excellent,.1300000000
740,2016-07-01,"MBTA Customer Opinion Panel","Parking availability",159,Unacceptable,.0808000000,"Very Poor",.0808000000,Poor,.0236000000,Fair,.1852000000,Good,.2674000000,"Very Good",.1792000000,Excellent,.2068000000
741,2016-07-01,"MBTA Customer Opinion Panel","Real-time communications",347,Unacceptable,.0485000000,"Very Poor",.0485000000,Poor,.0992000000,Fair,.1782000000,Good,.2756000000,"Very Good",.2160000000,Excellent,.1378000000
742,2016-07-01,"MBTA Customer Opinion Panel","Mbta website",373,"Extremely Dissatisfied",.0202000000,"Very Dissatisfied",.0202000000,"Somewhat Dissatisfied",.0783000000,Neutral,.1974000000,"Somewhat Satisfied",.2864000000,"Very Satisfied",.2873000000,"Extremely Satisfied",.0920000000
743,2016-07-01,"MBTA Customer Opinion Panel","Real time arrival signage (countdown timers)",387,"Extremely Dissatisfied",.0237000000,"Very Dissatisfied",.0237000000,"Somewhat Dissatisfied",.1119000000,Neutral,.0913000000,"Somewhat Satisfied",.2325000000,"Very Satisfied",.2912000000,"Extremely Satisfied",.2066000000
744,2016-07-01,"MBTA Customer Opinion Panel","In-station announcements",379,"Extremely Dissatisfied",.0354000000,"Very Dissatisfied",.0354000000,"Somewhat Dissatisfied",.1757000000,Neutral,.1451000000,"Somewhat Satisfied",.3220000000,"Very Satisfied",.1814000000,"Extremely Satisfied",.0848000000
745,2016-07-01,"MBTA Customer Opinion Panel","On-vehicle announcements",402,"Extremely Dissatisfied",.0591000000,"Very Dissatisfied",.0591000000,"Somewhat Dissatisfied",.2191000000,Neutral,.1973000000,"Somewhat Satisfied",.2478000000,"Very Satisfied",.1505000000,"Extremely Satisfied",.0645000000
746,2016-07-01,"MBTA Customer Opinion Panel",T-alerts,376,"Extremely Dissatisfied",.0470000000,"Very Dissatisfied",.0470000000,"Somewhat Dissatisfied",.0770000000,Neutral,.1792000000,"Somewhat Satisfied",.3117000000,"Very Satisfied",.2377000000,"Extremely Satisfied",.1016000000
747,2016-07-01,"MBTA Customer Opinion Panel","Real-time mobile apps (e.g. nextbus)",243,"Extremely Dissatisfied",.0363000000,"Very Dissatisfied",.0363000000,"Somewhat Dissatisfied",.1156000000,Neutral,.1006000000,"Somewhat Satisfied",.3217000000,"Very Satisfied",.2059000000,"Extremely Satisfied",.1838000000
748,2016-07-01,"MBTA Customer Opinion Panel",,421,"Extremely Dissatisfied",.0422000000,"Very Dissatisfied",.0422000000,"Somewhat Dissatisfied",.0839000000,Neutral,.1411000000,"Somewhat Satisfied",.2419000000,"Very Satisfied",.3533000000,"Extremely Satisfied",.0646999999
